index,school_id,n_review_user,id_review,rating,retrieval_date,url_user,caption,relative_date,timestamp,username
33,ai-tong,4,ChdDSUhNMG9nS0VJQ0FnSUR1cDRMTzNRRRAB,5,2023-12-31 09:34:49.569013+00,https://www.google.com/maps/contrib/100778125872441325060/reviews?hl=en,I was an ex student of this school and yeah. I made alot of good friends there. Very nice school.,a year ago,2022-12-31 09:34:49.575016+00,Shawn Siah
35,ai-tong,34,ChZDSUhNMG9nS0VJQ0FnSUM2aDdQSUdREAE,1,2023-12-31 09:34:49.571015+00,https://www.google.com/maps/contrib/100854894487542216713/reviews?hl=en,the students are very rude  worst school ever,a year ago,2022-12-31 09:34:49.663894+00,Chloe [ -_- ]
36,ai-tong,0,ChdDSUhNMG9nS0VJQ0FnSUQybjZULTVBRRAB,5,2023-12-31 09:34:49.571015+00,https://www.google.com/maps/contrib/113431120362570281355/reviews?hl=en,Very encouraging school environment yet also focus well in moral education.👍🏻 …,a year ago,2022-12-31 09:34:49.698913+00,SLP SLP
37,ai-tong,0,ChdDSUhNMG9nS0VJQ0FnSUQyMnZXN3hRRRAB,5,2023-12-31 09:34:49.572015+00,https://www.google.com/maps/contrib/112300830911248692406/reviews?hl=en,This is awesome very nice!,a year ago,2022-12-31 09:34:49.737899+00,Joyce & Jayne
40,ai-tong,596,ChRDSUhNMG9nS0VJQ0FnSUQ2cm9ZZRAB,5,2023-12-31 09:34:49.574014+00,https://www.google.com/maps/contrib/114102534258190098998/reviews?hl=en,A good primary school,2 years ago,2021-12-31 09:34:49.883895+00,Mark Lee
43,ai-tong,13,ChZDSUhNMG9nS0VJQ0FnSUNxdy1tZlF3EAE,5,2023-12-31 09:34:56.1456+00,https://www.google.com/maps/contrib/102462668883916872886/reviews?hl=en,"The school has safe learning environment and focus on building kid’s character by teaching them to have growth mindset. Most of the Teachers there are kind, supportive and encouraging!",2 years ago,2021-12-31 09:34:56.151602+00,Happy Bellygood
47,ai-tong,68,ChdDSUhNMG9nS0VJQ0FnSURDcEpfQ19RRRAB,2,2023-12-31 09:34:56.1486+00,https://www.google.com/maps/contrib/106787195098854511949/reviews?hl=en,Audrey Cheng study at Alumni Ai Tong primary school,3 years ago,2020-12-31 09:34:56.3466+00,KiiKii L Belle
51,ai-tong,0,ChZDSUhNMG9nS0VJQ0FnSUQ4MmZqWURnEAE,5,2023-12-31 09:34:56.1506+00,https://www.google.com/maps/contrib/114402238868556990441/reviews?hl=en,This is my school lol,3 years ago,2020-12-31 09:34:56.465967+00,Lian kee Goh
54,ai-tong,144,ChZDSUhNMG9nS0VJQ0FnSUNjazUtdlVREAE,3,2023-12-31 09:35:02.830724+00,https://www.google.com/maps/contrib/104977248601937790401/reviews?hl=en,Nearby School for Industrial workplaces,3 years ago,2020-12-31 09:35:02.835724+00,Vijayaragavan Iyappan
57,ai-tong,223,ChdDSUhNMG9nS0VJQ0FnSUMwdWJyc3p3RRAB,4,2023-12-31 09:35:02.832726+00,https://www.google.com/maps/contrib/110421669761930187671/reviews?hl=en,I just visited this place and I can say that the children here are very polite and well mannered,4 years ago,2020-01-01 09:35:02.942725+00,Christian Dick Ignacio
60,ai-tong,277,ChdDSUhNMG9nS0VJQ0FnSURJczRhRWpBRRAB,5,2023-12-31 09:35:02.834724+00,https://www.google.com/maps/contrib/105981886206949760154/reviews?hl=en,"Wonderful place for a child’s formative development. Strong emphasis on moral values alongside academic excellence and discipline.  This school used to be directly managed by the Hokkien Association of Singapore till sometime in 2001, with the passing of the long-time School Principal. Thereafter it become a full fledged MOE school.",4 years ago,2020-01-01 09:35:03.089515+00,Hooke Wando
61,ai-tong,0,ChZDSUhNMG9nS0VJQ0FnSUNvMXJYZGZ3EAE,5,2023-12-31 09:35:02.835724+00,https://www.google.com/maps/contrib/103424198164840764884/reviews?hl=en,Great place for a child to study during the formative years. Strong emphasis not just on academic and physical excellence but also on values.,4 years ago,2020-01-01 09:35:03.124515+00,Jonathan Lee
66,ai-tong,480,ChdDSUhNMG9nS0VJQ0FnSUR3dUpQdHNBRRAB,5,2023-12-31 09:35:09.455693+00,https://www.google.com/maps/contrib/116945375216858901706/reviews?hl=en,Very impress with this school. It teach Chinese values.,5 years ago,2019-01-01 09:35:09.582691+00,Jessie Soon
67,ai-tong,0,ChdDSUhNMG9nS0VJQ0FnSURBeDZ5MXF3RRAB,5,2023-12-31 09:35:09.455693+00,https://www.google.com/maps/contrib/111280912230695706076/reviews?hl=en,Best school ever,5 years ago,2019-01-01 09:35:09.620691+00,ite malay retain
70,ai-tong,0,ChZDSUhNMG9nS0VJQ0FnSUN3OHJ5OExnEAE,5,2023-12-31 09:35:09.457691+00,https://www.google.com/maps/contrib/102819725842476567744/reviews?hl=en,I study in that school,5 years ago,2019-01-01 09:35:09.728705+00,y
73,ai-tong,0,ChZDSUhNMG9nS0VJQ0FnSUN3enJIaWV3EAE,5,2023-12-31 09:35:16.09669+00,https://www.google.com/maps/contrib/104607970218783476067/reviews?hl=en,This is my school.I love it as I have the most caring and patient teacher to guide me along.The conducive environment facilitate a holistic development not only in academic performance but also character and leadership building.Its a great honour to be in ATS( AI TONG SCH).,6 years ago,2018-01-01 09:35:16.102691+00,Wayne Ngian
75,ai-tong,10,ChZDSUhNMG9nS0VJQ0FnSUNBNjVqMUtREAE,5,2023-12-31 09:35:16.098691+00,https://www.google.com/maps/contrib/114568819994298728634/reviews?hl=en,Nice!!!!!😎 …,6 years ago,2018-01-01 09:35:16.195697+00,Vincent Lim
76,ai-tong,633,ChZDSUhNMG9nS0VJQ0FnSURnNk9tNWRREAE,4,2023-12-31 09:35:16.098691+00,https://www.google.com/maps/contrib/111687787553725960008/reviews?hl=en,Just a room for the Alumni members,6 years ago,2018-01-01 09:35:16.160694+00,Lionel Tan
78,ai-tong,12,ChdDSUhNMG9nS0VJQ0FnSUN3aGRQYzdnRRAB,5,2023-12-31 09:35:16.099691+00,https://www.google.com/maps/contrib/106539445540165976665/reviews?hl=en,It's a famous primary school,7 years ago,2017-01-01 09:35:16.234704+00,keo ying chin
81,ai-tong,0,ChdDSUhNMG9nS0VJQ0FnSURBakkyV3l3RRAB,3,2023-12-31 09:35:16.101691+00,https://www.google.com/maps/contrib/110319753363152519328/reviews?hl=en,ai tong is an okay school,7 years ago,2017-01-01 09:35:16.37969+00,Harry Mak
82,ai-tong,0,ChdDSUhNMG9nS0VJQ0FnSURRNnAtcjFRRRAB,5,2023-12-31 09:35:16.102691+00,https://www.google.com/maps/contrib/105983637569896534078/reviews?hl=en,Awsome,8 years ago,2016-01-02 09:35:16.417691+00,Angela Phua
85,alexandra,0,ChZDSUhNMG9nS0VJQ0FnSUNsdGJUNVlREAE,3,2023-12-31 15:24:49.098458+00,https://www.google.com/maps/contrib/101423046800363990063/reviews?hl=en,"Not bad the school field is artificial grass so all those football fans yall should go there , but the toilet bowls can be smelly and there us poop , the teachers are nice , for me i kinda dislike how bias they r sometimes and they always compare classes , BUT , the canteen food is so nice stall 3 hashbrowns with sambal is a must , having food from the school canteen is like having food from a five star restaurant , so nice i will miss this school alot",a month ago,2023-12-01 15:24:49.112461+00,darkblazer jx
86,alexandra,18,ChZDSUhNMG9nS0VJQ0FnSURoa1pycUhnEAE,4,2023-12-31 15:24:49.099459+00,https://www.google.com/maps/contrib/102237155074552778415/reviews?hl=en,have many good memories,a month ago,2023-12-01 15:24:49.196458+00,Skye Rules
87,alexandra,4,ChZDSUhNMG9nS0VJQ0FnSUNaNjlpV0F3EAE,5,2023-12-31 15:24:49.100458+00,https://www.google.com/maps/contrib/114099023514316324524/reviews?hl=en,The teachers are teaching very well they always make teaching fun and enjoyable,3 months ago,2023-10-02 15:24:49.347471+00,Zoey Lee
88,alexandra,0,ChdDSUhNMG9nS0VJQ0FnSUNseHFQNzR3RRAB,4,2023-12-31 15:24:49.100458+00,https://www.google.com/maps/contrib/109192686274325648652/reviews?hl=en,"just recently graduated from that place, most of the teachers there are nice and friendly (especially after psle) and i honestly dont like how mdm teo(principal) talks a lot everyday. but im definitely gonna miss my teachers, friends and schoolmates/classmates. this school is great and my (potential) juniors, if you are going to a primary school soon, go to this school. i assure you that this school has very less toxic people unlike the other primary schools.",a month ago,2023-12-01 15:24:49.29346+00,dan
89,alexandra,0,ChZDSUhNMG9nS0VJQ0FnSUN4cGJ1dVhnEAE,5,2023-12-31 15:24:49.101458+00,https://www.google.com/maps/contrib/103438356158516291239/reviews?hl=en,My daughter told me to give 5 starts as a P1 student in ALPS. She says there are alot of play area and good lessons and friendly teachers.,7 months ago,2023-06-04 15:24:49.401468+00,Dex Tew
91,alexandra,0,ChdDSUhNMG9nS0VJQ0FnSURCbFp1WV93RRAB,5,2023-12-31 15:24:49.10246+00,https://www.google.com/maps/contrib/103495915439274627829/reviews?hl=en,"Am Jonathan’s classmate, got a lotta good memories here!",11 months ago,2023-02-04 15:24:49.515468+00,SilverwindStrikes
92,alexandra,25,ChdDSUhNMG9nS0VJQ0FnSUN1bXVDWHJBRRAB,5,2023-12-31 15:24:49.103459+00,https://www.google.com/maps/contrib/102689218568385117662/reviews?hl=en,Best School in Bukit Merah - Lower Delta Area  Had a lot of memories there as an Alexandrian and also an alumni.,a year ago,2022-12-31 15:24:49.559468+00,thelevitator
94,alexandra,0,ChdDSUhNMG9nS0VJQ0FnSUQtZ0s3dzNnRRAB,5,2023-12-31 15:24:49.10446+00,https://www.google.com/maps/contrib/117662097095427486094/reviews?hl=en,Schooled there for 6 years lots of memories love the teachers especially ms Kua she has helped me with my math and I proved from my premlim exam love you guys ❤️,a year ago,2022-12-31 15:24:49.626468+00,Jayden Ong
96,alexandra,0,ChZDSUhNMG9nS0VJQ0FnSUN1Z3N5Q1h3EAE,5,2023-12-31 15:24:49.106459+00,https://www.google.com/maps/contrib/103804600044391698953/reviews?hl=en,I leart over here in 2021-2022 and i learn the 8vales,a year ago,2022-12-31 15:24:49.784461+00,Pyia Phyo
97,alexandra,277,ChdDSUhNMG9nS0VJQ0FnSUNlLXY2cjhRRRAB,5,2023-12-31 15:24:49.106459+00,https://www.google.com/maps/contrib/115092880506160654396/reviews?hl=en,Very good,a year ago,2022-12-31 15:24:49.750459+00,Sweta Das
100,alexandra,0,ChdDSUhNMG9nS0VJQ0FnSUNXdE1QSmp3RRAB,5,2023-12-31 15:24:49.109461+00,https://www.google.com/maps/contrib/101730921303289408368/reviews?hl=en,I am Rizwana from 2 Harmony and l like this school❤💛💙🤍 …,a year ago,2022-12-31 15:24:49.89546+00,RiZWANA
101,alexandra,0,ChdDSUhNMG9nS0VJQ0FnSURtOTd5TTFnRRAB,1,2023-12-31 15:24:49.109461+00,https://www.google.com/maps/contrib/105428212415059606963/reviews?hl=en,is not bad good neighbour hood school,a year ago,2022-12-31 15:24:49.932458+00,YeeT Flash
102,alexandra,0,ChdDSUhNMG9nS0VJQ0FnSURtaG95dGxRRRAB,5,2023-12-31 15:24:49.11046+00,https://www.google.com/maps/contrib/104288923475078965714/reviews?hl=en,"Its really amazing, the teachers might scold you but its because they want you to do well, the best few years of my life were spent there",a year ago,2022-12-31 15:24:50.009464+00,G r a s s
103,alexandra,0,ChZDSUhNMG9nS0VJQ0FnSUNtamVtOU5BEAE,5,2023-12-31 15:24:49.111461+00,https://www.google.com/maps/contrib/110645744835775915761/reviews?hl=en,"very good school, i made many good friends and the teachers are very nice and caring. the school environment is also very suitable for learning!",a year ago,2022-12-31 15:24:50.044471+00,Jonathan
106,alexandra,74,ChdDSUhNMG9nS0VJQ0FnSUNhZzZQLS1RRRAB,5,2023-12-31 15:24:56.285892+00,https://www.google.com/maps/contrib/104271666599188362337/reviews?hl=en,"Best school ever! Great and caring Teachers, and a fun environment to grow up too!",2 years ago,2021-12-31 15:24:56.291895+00,Lucas Ng
107,alexandra,0,ChZDSUhNMG9nS0VJQ0FnSURDcjY3RUNREAE,5,2023-12-31 15:24:56.286894+00,https://www.google.com/maps/contrib/107007550345960722270/reviews?hl=en,Best school ever. Teachers teach students to be kind and have good character values. Join this primary school!,3 years ago,2020-12-31 15:24:56.368894+00,sandice Tan
109,alexandra,0,ChZDSUhNMG9nS0VJQ0FnSURNMzVLSGVnEAE,5,2023-12-31 15:24:56.287893+00,https://www.google.com/maps/contrib/107268343434450150332/reviews?hl=en,"Cosy school, holistic education and genuinely caring teachers. Highly recommended!",3 years ago,2020-12-31 15:24:56.454893+00,Esther Y
113,alexandra,7,ChZDSUhNMG9nS0VJQ0FnSUNNMXEyY0h3EAE,5,2023-12-31 15:24:56.290894+00,https://www.google.com/maps/contrib/110133180665042207179/reviews?hl=en,I love this place! The school is excellent!👍 …,4 years ago,2020-01-01 15:24:56.654903+00,jov4n t
117,alexandra,21,ChdDSUhNMG9nS0VJQ0FnSUNZMk1lYWh3RRAB,2,2023-12-31 15:25:02.974371+00,https://www.google.com/maps/contrib/111349203377065427876/reviews?hl=en,"The only army camp in the vicinity. High expectations of parents. Parents having separate Whatsapp groups just to complain and whine about teachers. Lack of respect for teachers. Lack of welfare from SLs. Explains the high turnover rate. As a parent, I just hope other parents can learn to appreciate the hard work put in by teachers for our kids.",4 years ago,2020-01-01 15:25:03.105928+00,Alex Wong
124,alexandra,138,ChdDSUhNMG9nS0VJQ0FnSUNRM2NiLTFBRRAB,5,2023-12-31 15:25:02.978373+00,https://www.google.com/maps/contrib/107589541307881387563/reviews?hl=en,Best Primary School of Singapore City,5 years ago,2019-01-01 15:25:03.385932+00,Hashim Javed
126,alexandra,340,ChZDSUhNMG9nS0VJQ0FnSUN3aGQtZGVREAE,5,2023-12-31 15:25:09.663489+00,https://www.google.com/maps/contrib/105006445839795508024/reviews?hl=en,I'm happy with the school. My granddaughter is in p1 this year. Wonder if the school allow student to put on earrings? I saw one at bus stop along Alexander road.. name Choker Ju... (I cann't get the whole name),5 years ago,2019-01-01 15:25:09.708487+00,Philip Wong
129,alexandra,0,ChZDSUhNMG9nS0VJQ0FnSUN3MG83dEN3EAE,5,2023-12-31 15:25:09.665488+00,https://www.google.com/maps/contrib/106500976564490316010/reviews?hl=en,I like Alexandra Primary School as the teacher Form and co-form teacher as they were kine to,6 years ago,2018-01-01 15:25:09.885492+00,Mae Hu
131,alexandra,0,ChdDSUhNMG9nS0VJQ0FnSUNBbTg2YnJ3RRAB,5,2023-12-31 15:25:09.666488+00,https://www.google.com/maps/contrib/104877818327616398907/reviews?hl=en,Amazing,6 years ago,2018-01-01 15:25:09.923495+00,JG Y
132,anchor-green,0,ChdDSUhNMG9nS0VJQ0FnSUMxZ0tLTzB3RRAB,5,2023-12-31 15:25:35.822605+00,https://www.google.com/maps/contrib/109204618265633940646/reviews?hl=en,"I've graduated from this sch and the teachers are quite friendly if you aren't mischievious.Though they may be sometimes strict,they genuinely want the best.Like Mrs Vara,shes a good teacher.For those who are looking for a school,you should go here",a week ago,2023-12-24 15:25:35.835608+00,BlankMind
133,anchor-green,0,ChdDSUhNMG9nS0VJQ0FnSUNsZ19UU2lnRRAB,5,2023-12-31 15:25:35.823606+00,https://www.google.com/maps/contrib/113344664213716369115/reviews?hl=en,"My daughter just graduated from this school several days ago, and she says that one thing that sets this apart is the really good food, plus the very convenient bookshop in the school. Furthermore, she says that her teachers, Mdm Wani, Mdm Canny Wong, Mrs Thiro, Mdm Siti, Miss Yeow, and her Chinese teacher Mrs Chua (6.3) were all so nice and great teachers. If you want a good school, come here, its pretty good and there are a lot of learning journeys (PS : She would like to say thank you to Wu Laoshi from 1I)",a month ago,2023-12-01 15:25:35.880605+00,Ellyana Kumala
134,anchor-green,0,ChZDSUhNMG9nS0VJQ0FnSURaNEtPMldBEAE,5,2023-12-31 15:25:35.824605+00,https://www.google.com/maps/contrib/118071315366623410968/reviews?hl=en,"This school might be the best in Sengkang. The teachers were fun and engaging, and as class of 2021, I was so sad to leave the school. The food was good, especially the western stall, which has long queues every single day. The bookshop auntie was so cute and nice and I felt bad for her having to deal with our nonsense of not lining up 😓😓. I’ve had great teachers like Ms Ng, Mrs Vara, Ms Theresa Ng and Mdm Syakila. I’ve also had great friends, whom I still keep in touch with, and some even in the same class as me. AGPS is so fun and exciting!",3 months ago,2023-10-02 15:25:35.982605+00,William Procházková Smírnová (William Farquhar)
135,anchor-green,0,ChdDSUhNMG9nS0VJQ0FnSURaalpIOWdnRRAB,2,2023-12-31 15:25:35.824605+00,https://www.google.com/maps/contrib/105704497721918137617/reviews?hl=en,It's enormous,2 months ago,2023-11-01 15:25:35.931605+00,Ramanlal Patel
137,anchor-green,0,ChdDSUhNMG9nS0VJQ0FnSUNKNDhMZXF3RRAB,5,2023-12-31 15:25:35.826605+00,https://www.google.com/maps/contrib/103320311324430275662/reviews?hl=en,"I love this school so so much, the teachers are very great and love the school’s atmosphere 💗💗 people from this primary school have went to top elite schools in secondary 🙌 #ag15 this school very very nice all those ppl who put one star are just jealous 😭💗 …",5 months ago,2023-08-03 15:25:36.104605+00,Foo Ning En (Scgss)
138,anchor-green,0,ChdDSUhNMG9nS0VJQ0FnSUNwamJpSGl3RRAB,2,2023-12-31 15:25:35.826605+00,https://www.google.com/maps/contrib/106726511486272120441/reviews?hl=en,Decent.,4 months ago,2023-09-02 15:25:36.067606+00,Pooh TheBear
139,anchor-green,0,ChZDSUhNMG9nS0VJQ0FnSUNKalplZUx3EAE,5,2023-12-31 15:25:35.827605+00,https://www.google.com/maps/contrib/101642224224713603537/reviews?hl=en,"This school is great! The food is delicious, the teachers are great, and they host alot of activities! Definitely recommend this school.",5 months ago,2023-08-03 15:25:36.143605+00,Ben wan
140,anchor-green,0,ChZDSUhNMG9nS0VJQ0FnSURScDdPYkhnEAE,4,2023-12-31 15:25:35.828607+00,https://www.google.com/maps/contrib/108780576145451364403/reviews?hl=en,"I wont rate this school the best but it is pretty great and the teachers were really kind to me.The canteen food are really delicous!!!I would recomment the mac and cheese,the my favourate food out of all the food canteen.For my CCA Guzheng,I used to be so in loved with it as last year(2022)use to have snack break which is apropximately 10 mins.But now,has no snack break,only drinking water and/or going to toilet for 5 mins(max).But on the bright side,this school have lot of friends to make and we all are very and and helpful. Hope this info help!(●'◡'●)",7 months ago,2023-06-04 15:25:36.184605+00,Leong Lok Shuen (Anchorgreenps)
141,anchor-green,0,ChdDSUhNMG9nS0VJQ0FnSURoN3NxaHdnRRAB,5,2023-12-31 15:25:35.828607+00,https://www.google.com/maps/contrib/108609626751837608897/reviews?hl=en,"I studied here for 6 years and the food is delicious 😋 teachers are all very fair and kind, the way they teach is great and fun :) the cca are very fun , I recommend modern dance. You can meet many great people! I am proud to be a ex-student at anchor green primary school. 😁 …",9 months ago,2023-04-05 15:25:36.224605+00,Kaede Chua
142,anchor-green,8,ChdDSUhNMG9nS0VJQ0FnSUNoLXI2Vm5nRRAB,5,2023-12-31 15:25:35.829608+00,https://www.google.com/maps/contrib/104560462879372676213/reviews?hl=en,It has the best teacher and experience but... your class maybe noisy when you join,10 months ago,2023-03-06 15:25:36.258788+00,Vivarazzy Elisyam M A
145,anchor-green,0,ChZDSUhNMG9nS0VJQ0FnSURCMm9Qc1hnEAE,5,2023-12-31 15:25:35.831608+00,https://www.google.com/maps/contrib/103716796445692174131/reviews?hl=en,"Before next year in PSLE (I’m in 2023) I have to rate this, So people sometimes are really sus they always say cringe stuff. But on the bright side the strict teachers are teaching me well and recess is a little chaotic but nice food, I like the P1 Buddy program but my buddy keep running around.I also like ICT lessons I wish I can have more. And finally my grades are in a Ok status",11 months ago,2023-02-04 15:25:36.372792+00,Lau Shao Kang (Anchorgreenps)
147,anchor-green,0,ChdDSUhNMG9nS0VJQ0FnSURldzRfdTBnRRAB,5,2023-12-31 15:25:35.832608+00,https://www.google.com/maps/contrib/117235877793024001312/reviews?hl=en,Good school and the food is 👍🏼.  Best recommendation! …,a year ago,2022-12-31 15:25:36.455792+00,Angel Lim
148,anchor-green,0,ChZDSUhNMG9nS0VJQ0FnSUR1LUkzNGJREAE,1,2023-12-31 15:25:35.833608+00,https://www.google.com/maps/contrib/114548934528404744349/reviews?hl=en,"This school disciplinary is low in standards,i studied here for 6 years, discipline masters is way too unfair, the Teachers is great,principle Mdm norliza was great but their disciplinary is not there.would not recommend to parents",a year ago,2022-12-31 15:25:36.494033+00,Xavier Tan
150,anchor-green,4,ChZDSUhNMG9nS0VJQ0FnSURXajd5LU5BEAE,3,2023-12-31 15:25:35.834608+00,https://www.google.com/maps/contrib/114911078347223333467/reviews?hl=en,is anyone a friend of destin lau ven kit or a parent of him or IS him? I'm looking for him and I think he might be in this school. Pls email me if you are any of the following!,a year ago,2022-12-31 15:25:36.577082+00,julia
151,anchor-green,0,ChdDSUhNMG9nS0VJQ0FnSURXd2JLT21RRRAB,5,2023-12-31 15:25:35.835608+00,https://www.google.com/maps/contrib/102059324612141200664/reviews?hl=en,this school is very good very niice,a year ago,2022-12-31 15:25:36.618082+00,zxytz
154,anchor-green,0,ChdDSUhNMG9nS0VJQ0FnSUNLbmJLdDNnRRAB,5,2023-12-31 15:25:42.821611+00,https://www.google.com/maps/contrib/101809281982915578671/reviews?hl=en,This school is good. teachers very nice.,2 years ago,2021-12-31 15:25:42.906611+00,Josh Lee
156,anchor-green,0,ChZDSUhNMG9nS0VJQ0FnSUNDX01EZWR3EAE,5,2023-12-31 15:25:42.82361+00,https://www.google.com/maps/contrib/106940513375194381169/reviews?hl=en,This school is good but i'd say 5 stars for this school and i studied here for 3 years !,3 years ago,2020-12-31 15:25:43.019611+00,haryanto sinom
157,anchor-green,0,ChZDSUhNMG9nS0VJQ0FnSUNDb3ZPU0hnEAE,5,2023-12-31 15:25:42.82361+00,https://www.google.com/maps/contrib/105840333530942997129/reviews?hl=en,So far so good,3 years ago,2020-12-31 15:25:42.98861+00,May Mona Wong
159,anchor-green,1,ChZDSUhNMG9nS0VJQ0FnSURjNl83allnEAE,1,2023-12-31 15:25:42.82461+00,https://www.google.com/maps/contrib/110251931571510101074/reviews?hl=en,Bad school lol,3 years ago,2020-12-31 15:25:43.061611+00,Simon Voo
160,anchor-green,0,ChZDSUhNMG9nS0VJQ0FnSUNjM2RHTUJBEAE,1,2023-12-31 15:25:42.825612+00,https://www.google.com/maps/contrib/117969875022378982402/reviews?hl=en,"Horrible School, the general office people did not attend to my needs.",3 years ago,2020-12-31 15:25:43.149812+00,Coronavirus Coronavirus
163,anchor-green,0,ChdDSUhNMG9nS0VJQ0FnSUNNM3FQbDNnRRAB,3,2023-12-31 15:25:49.490052+00,https://www.google.com/maps/contrib/104465144198501654409/reviews?hl=en,After 6 years I can say that this school is ok not good not bad but in the middle the teachers can be biased but none the less I still reccommend this school to parents,4 years ago,2020-01-01 15:25:49.495052+00,Recolia Ng
166,anchor-green,4,ChdDSUhNMG9nS0VJQ0FnSUMwZ002NDBBRRAB,5,2023-12-31 15:25:49.492053+00,https://www.google.com/maps/contrib/106828303162312814272/reviews?hl=en,"Most of the bad reviews here are from students who hate school and studying,so don’t bother them.This is a great school with good facilities and teachers who always cater to our needs.Even though I am a student studying into this school,I have to admit that the students in this school have to be more disciplined.However,this school has been excelling in both academics and CCAs.I am extremely proud to be an Anchorlite.",4 years ago,2020-01-01 15:25:49.702052+00,laasya :D
